HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice,SalePrice_binned,YearBuilt_ord,prediction_sale,prediction_price_binned
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,135398,Low,4,149077.2296598968,Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,190106,Low,4,244143.33208071068,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,160176,Low,4,190358.5645978353,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,97345,Very Low,4,106264.40073261224,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,371681,High,5,244251.69366224157,Medium
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,281415,Medium,4,249181.5493319775,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,149557,Low,3,195374.62705855863,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,252814,Medium,5,243775.99556304934,Medium
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,326548,High,4,262310.47870788723,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,146460,Low,4,163243.77294388833,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,240707,Medium,4,208415.9563617874,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,230088,Medium,4,284510.4642824419,High
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,154867,Low,4,106264.40073261224,Low
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,295575,Medium,4,314471.9148425795,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,197345,Low,4,284510.4642824419,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,345132,High,4,284510.4642824419,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,237168,Medium,4,284510.4642824419,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,Low,5,202073.12886721315,Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,38053,Very Low,4,59509.874316552654,Very Low
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,303539,High,5,319021.1309352843,Medium
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,135,35398,Very Low,5,66467.26755329547,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,309734,High,5,243775.99556304934,Medium
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,51327,Very Low,3,67611.53843900049,Very Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,74256,Very Low,4,136128.98128994135,Very Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,271681,Medium,4,294848.56685441453,Medium
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,170796,Low,4,196696.1923877881,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,Very Low,4,136128.98128994135,Very Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75504,Very Low,4,136128.98128994135,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,292035,Medium,4,284510.4642824419,High
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,779,111504,Low,3,84816.48983647395,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,185840,Low,4,208415.9563617874,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,Low,5,202073.12886721315,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,113274,Low,4,149077.2296598968,Low
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,86283,Very Low,3,96801.9137946954,Low
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,55752,Very Low,3,96801.9137946954,Low
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,274336,Medium,4,262310.47870788723,Medium
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,309734,High,4,349178.2617568588,High
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,158407,Low,4,149077.2296598968,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,255442,Medium,5,243775.99556304934,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,208407,Medium,4,192717.9190884498,Low
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,223008,Medium,4,227462.12481197016,Low
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,230088,Medium,4,234756.16233291477,Low
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,233628,Medium,4,262310.47870788723,Medium
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,119469,Low,4,94552.96762370039,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,263345,Medium,5,244251.69366224157,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,230088,Medium,4,163243.77294388833,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,115044,Low,4,136128.98128994135,Very Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,182743,Low,4,106264.40073261224,Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,458407,Very High,4,372328.9025842054,High
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,119469,Low,4,94552.96762370039,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,244911,Medium,5,244251.69366224157,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,250442,Medium,4,284510.4642824419,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,212389,Medium,4,163243.77294388833,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,175221,Low,4,190358.5645978353,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,216814,Medium,4,284510.4642824419,High
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,451327,Very High,4,382001.4306011102,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,389380,High,4,387736.9518071171,High
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,547,57522,Very Low,3,73795.61372849718,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,194690,Low,4,283382.6596651189,Medium
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,349557,High,4,343369.77297200356,High
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,340707,High,5,362579.80211734213,Medium
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,278761,Medium,4,343369.77297200356,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,203539,Medium,4,163243.77294388833,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,143238,Low,5,202073.12886721315,Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,203646,Medium,4,204501.8238147064,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,225663,Medium,4,374716.6947099925,Very High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,219469,Medium,4,233171.3935251194,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,Low,5,202073.12886721315,Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,119469,Low,4,104701.19373979745,Very Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,203646,Medium,4,204501.8238147064,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,221238,Medium,4,163243.77294388833,Low
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,238938,Medium,4,314471.9148425795,Medium
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,212389,Medium,4,244143.33208071068,Medium
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,176991,Low,4,234756.16233291477,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,74672,Very Low,4,136128.98128994135,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,300884,High,5,244251.69366224157,Medium
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,1448,140707,Low,4,220951.56607981212,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,201769,Medium,4,208415.9563617874,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,228318,Medium,4,208380.92602583906,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75504,Very Low,4,136128.98128994135,Very Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,110619,Low,4,104701.19373979745,Very Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,38053,Very Low,4,59509.874316552654,Very Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,39823,Very Low,4,59509.874316552654,Very Low
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,353097,High,5,305167.8619292062,Medium
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,265486,Medium,4,248832.36589744547,Medium
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,243362,Medium,4,248832.36589744547,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,345132,High,4,284510.4642824419,High
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,283185,Medium,5,261720.76886966545,Low
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,250442,Medium,4,268329.1992209507,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,209734,Medium,4,190358.5645978353,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,172566,Low,4,106264.40073261224,Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,207964,Medium,4,244143.33208071068,Medium
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,398230,High,4,349178.2617568588,High
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,189380,Low,4,106264.40073261224,Low
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,156,59292,Very Low,5,69797.15424764017,Very Low
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,367256,High,5,304533.59779695,Medium
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,262831,Medium,5,261720.76886966545,Low
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,388495,High,5,362579.80211734213,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,185840,Low,4,284510.4642824419,High
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,132300,Low,4,149077.2296598968,Low
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,157079,Low,4,93464.47549634287,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,428318,Very High,4,407399.13990705507,High
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,119469,Low,4,106264.40073261224,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,460176,Very High,4,407399.13990705507,High
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,843,325663,High,5,293909.6735816607,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,141592,Low,4,163243.77294388833,Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,460176,Very High,4,372328.9025842054,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,218584,Medium,4,284510.4642824419,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,102212,Low,4,136128.98128994135,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,346902,High,5,244251.69366224157,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,433628,Very High,4,407399.13990705507,High
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,110176,Low,4,82693.72284510592,Very Low
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,253097,Medium,4,248832.36589744547,Medium
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,168141,Low,4,248832.36589744547,Medium
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,107079,Low,5,108887.38704622677,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,285840,Medium,4,284510.4642824419,High
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,381415,High,4,310032.06591678737,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,266371,Medium,4,190358.5645978353,Medium
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,85398,Very Low,4,96330.4016886116,Low
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,349557,High,5,362579.80211734213,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,362831,High,5,244251.69366224157,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,527433,Extreme,4,452590.45933029987,Extreme
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,119469,Low,4,106264.40073261224,Low
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,336283,High,4,302427.68507308327,Medium
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,343362,High,4,325551.9228303204,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,318584,High,5,243775.99556304934,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,353982,High,4,366806.2354426668,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,269911,Medium,4,284510.4642824419,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,209734,Medium,4,163243.77294388833,Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,143212,Low,4,204501.8238147064,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,458407,Very High,4,387736.9518071171,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,464601,Very High,4,407399.13990705507,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,246230,Medium,5,243775.99556304934,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,156637,Low,3,224233.64507620968,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,173451,Low,4,190358.5645978353,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,Low,5,202073.12886721315,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,228318,Medium,4,284510.4642824419,High
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,243362,Medium,4,268329.1992209507,Medium
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,265486,Medium,5,261720.76886966545,Low
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,914,173451,Low,4,139143.23061589617,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,96902,Very Low,4,106264.40073261224,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,150778,Low,5,202073.12886721315,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,250176,Medium,5,243775.99556304934,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,215929,Medium,4,284510.4642824419,High
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,189823,Low,4,211918.53156193392,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,Very Low,4,136128.98128994135,Very Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,Very Low,4,136128.98128994135,Very Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,462831,Very High,4,382001.4306011102,High
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,676,64601,Very Low,3,110914.29073739285,Low
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,140707,Low,3,104478.67793641193,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,393805,High,4,407399.13990705507,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,250176,Medium,5,244251.69366224157,Medium
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,1448,137168,Low,4,220951.56607981212,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,268141,Medium,4,284510.4642824419,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,184070,Low,4,163243.77294388833,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,408849,Very High,4,366806.2354426668,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75504,Very Low,4,136128.98128994135,Very Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,118141,Low,4,106264.40073261224,Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,393805,High,4,349178.2617568588,High
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,39823,Very Low,4,59509.874316552654,Very Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,358407,High,4,244143.33208071068,Medium
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,385398,High,4,393000.94132104097,Very High
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,94690,Very Low,4,106264.40073261224,Low
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,271681,Medium,4,234756.16233291477,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,82300,Very Low,4,106264.40073261224,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,74672,Very Low,4,136128.98128994135,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,260707,Medium,5,244251.69366224157,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,165929,Low,4,190358.5645978353,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,Low,5,202073.12886721315,Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,234513,Medium,4,244143.33208071068,Medium
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,151327,Low,4,93464.47549634287,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,477876,Very High,4,366806.2354426668,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,248884,Medium,5,244251.69366224157,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,238053,Medium,3,195374.62705855863,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,Very Low,4,136128.98128994135,Very Low
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,212389,Medium,4,234756.16233291477,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,199115,Low,4,208415.9563617874,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,247345,Medium,4,208415.9563617874,Medium
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,371681,High,4,315879.3948134156,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,79646,Very Low,4,106264.40073261224,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,103539,Low,4,136128.98128994135,Very Low
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,194690,Low,4,234756.16233291477,Low
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,252212,Medium,4,262310.47870788723,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,298230,Medium,4,208415.9563617874,Medium
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,371681,High,5,305167.8619292062,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,190265,Low,4,208415.9563617874,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,128318,Low,4,163243.77294388833,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,169292,Low,4,190358.5645978353,Medium
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,448672,Very High,4,382001.4306011102,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,101548,Low,5,167505.73365925765,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,130973,Low,4,149077.2296598968,Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,265486,Medium,4,204501.8238147064,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,286725,Medium,4,366806.2354426668,High
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,92920,Very Low,4,96330.4016886116,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,168141,Low,4,149077.2296598968,Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,307964,High,4,204501.8238147064,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,400000,High,4,366806.2354426668,High
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,208849,Medium,4,244143.33208071068,Medium
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,66814,Very Low,4,82693.72284510592,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,140380,Low,5,202073.12886721315,Low
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,338053,High,5,305167.8619292062,Medium
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,65486,Very Low,4,94552.96762370039,Very Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,144690,Low,3,160965.79788366705,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,188053,Low,4,208415.9563617874,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,119469,Low,4,149077.2296598968,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,269911,Medium,4,190358.5645978353,Medium
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,383185,High,4,349178.2617568588,High
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,129203,Low,4,104701.19373979745,Very Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,86283,Very Low,4,106264.40073261224,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,335398,High,4,284510.4642824419,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,185840,Low,4,163243.77294388833,Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,314159,High,4,349178.2617568588,High
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,89380,Very Low,4,106264.40073261224,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,221238,Medium,3,234381.87119230675,Medium
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,265486,Medium,4,204501.8238147064,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,226548,Medium,4,192717.9190884498,Low
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,292035,Medium,4,268329.1992209507,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,159292,Low,3,160965.79788366705,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,265486,Medium,4,190358.5645978353,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,323008,High,4,366806.2354426668,High
